
UniRef90_A0A2B4S7V0	291
UniRef90_UPI0009E1DC3F	200
UniRef90_A0A2B4SFT7	2145
UniRef90_UPI0009E4856F	722
UniRef90_UPI0009E5E096	803
UniRef90_UPI00077A480D	379
UniRef90_UPI00077AA204	378
UniRef90_UPI0009E644C7	1475
UniRef90_UPI00077AAB76	361
UniRef90_UPI0009E62271	259
UPI000F554377	266
UniRef90_A0A2B4SKY8	2427
UniRef90_UPI00077A7922	1285
UniRef90_UPI00077A970A	1102
UniRef90_UPI00077B1E08	1623
UniRef90_UPI00077A7A8E	656
UniRef90_UPI00077A97F2	1605
UniRef90_UPI000F55089A	441
UPI00077A5745	2449
UniRef90_UPI00077A9EFB	1612
UniRef90_UPI00077AC09A	256
UniRef90_UPI00077B0157	228
UniRef90_UPI00077AB95E	467
UPI000F551D86	260
UniRef90_UPI0009E42C52	1601
UniRef90_A0A2B4RDL4	634
UniRef90_UPI0009E4852B	350
UniRef90_UPI0009E5AFE2	1295
UniRef90_UPI00077A22A3	487
UniRef90_A0A2B4SQZ4	867
UniRef90_UPI0009E3C1F4	631
UniRef90_UPI00077A1EA9	392
UniRef90_UPI00077A422F	414
UniRef90_UPI000F550F00	264
UniRef90_UPI000A2A9CAD	115
UniRef90_UPI00077AF3DF	945
UniRef90_UPI0009E550FD	626
UniRef90_UPI00077A5376	739
UPI00077A7935	232
UniRef90_UPI00077A0DA5	146
UniRef90_UPI00077A15CA	195
UniRef90_UPI00077A7996	267
UniRef90_A7S085	935
UniRef90_UPI00077A019A	249
UPI000F5578BA	534
UniRef90_UPI00077AEC3A	604
UniRef90_UPI0009E3084F	868
UniRef90_UPI00077A84A6	680
UniRef90_UPI0009E51B3F	72
UniRef90_A0A2B4SGI3	333
UniRef90_UPI0009E2E3B4	350
UniRef90_A0A2B4SL21	225
UPI00077A567C	382
UPI0009E4DEFE	1402
UniRef90_UPI0009E4DDD0	6485
UniRef90_UPI00077AB290	475
UniRef90_UPI0009E1BB89	358
UniRef90_UPI00077AF837	2451
UniRef90_UPI0009E59742	946
UniRef90_UPI000C03B17A	2065
A0A2B4RJK2	1160
UniRef90_UPI0009E28668	314
UPI00077A0115	800
UPI000F55562D	670
UniRef90_UPI0009E2564B	379
UPI00077B1E7A	606
UPI000C04D3F1	485
UniRef90_UPI00077A8FC9	205
UniRef90_UPI00077A119E	237
UniRef90_UPI0009E1DB38	551
UniRef90_UPI00077A0219	962
UniRef90_UPI000A2A5037	331
UniRef90_A0A0G4GAN0	1041
UPI00077A1FCF	292
UniRef90_UPI00077A183C	1840
UniRef90_UPI00077AACDE	192
UniRef90_UPI00077A5AE5	1099
UniRef90_UPI00077A00D8	717
UniRef90_UPI0009E46AC5	2735
UPI000F557427	1115
UniRef90_UPI00077A777F	502
UniRef90_A0A2B4RYV4	436
UniRef90_A0A1Q9C6W2	548
UniRef90_UPI00077A9A28	150
UniRef90_UPI0009E28D0D	5520
UniRef90_A8C9K4	4991
UniRef90_UPI00077A5A87	590
UniRef90_UPI00077A3F29	657
UniRef90_UPI00077A1E55	925
UPI00077A8752	253
UniRef90_UPI00077A272B	173
UniRef90_UPI0009E41BFF	2268
UniRef90_UPI00077A03CE	488
UniRef90_UPI00077AB365	499
UPI00077A6BE2	195
UniRef90_UPI0009E39A98	1030
UniRef90_UPI00077A9F2D	3215
UniRef90_UPI0009E1C5F9	331
UPI000F5511C4	192
UniRef90_A0A2B4RD26	6075
UniRef90_UPI000F555A54	1042
UniRef90_UPI0009E43393	508
UniRef90_UPI00077A69E2	299
UniRef90_UPI00077B1A49	966
UniRef90_UPI00077A5F1C	2837
UPI000F556BDC	1068
UPI00077A720A	1866
UniRef90_UPI0009E399AD	1295
UniRef90_UPI00077A7477	653
UniRef90_UPI00077ACA9F	239
UniRef90_UPI00077A22EC	232
UniRef90_UPI0009E52C46	163
UniRef90_UPI00077AF7C5	264
UniRef90_UPI0009E51A7B	618
UniRef90_A0A2B4RW35	309
UPI000F556E47	439
UniRef90_UPI0009E4A4F9	2253
UniRef90_A0A2B4SK35	286
UniRef90_UPI00077ADD3C	1289
UniRef90_A0A315V8L5	205
UniRef90_UPI0009E61E6B	4773
UniRef90_A0A1X7TFE2	1156
UniRef90_UPI000C056FCE	374
UniRef90_A0A2B4S7B7	358
UniRef90_A0A2B4SXS4	438
UniRef90_UPI000779FF5B	102
UPI00077AE343	721
UniRef90_UPI00077A1B7E	278
UniRef90_UPI00077A4C63	142
UPI000F558FA2	952
UniRef90_UPI000C03E5CC	591
UniRef90_UPI0009E57354	505
UniRef90_UPI0009E1F5A5	182
UniRef90_UPI00077A4208	1602
UniRef90_A0A2B4RDN5	1125
UniRef90_UPI000779F522	893
UniRef90_UPI0009E1CF8D	229
UniRef90_A7RKF6	329
UniRef90_UPI0009E2CBDC	36
UniRef90_A0A2B4RKS0	304
UPI00077AD6FC	621
UniRef90_UPI00077A8487	1534
UPI00077A682A	2228
UPI00077A1C04	1107
UPI00077A3CAC	533
UniRef90_UPI0009E560B0	170
UniRef90_UPI0009E63F94	545
UniRef90_UPI0009E379B0	1902
UniRef90_UPI00077A2336	341
UniRef90_UPI00077A8847	125
UPI000F559491	711
UPI00077A6304	1375
UniRef90_UPI0009E4BC78	105
UniRef90_A0A2B4R890	646
UniRef90_UPI0009E45A05	921
UPI000F54C8D0	640
UniRef90_UPI000F54CA86	274
UniRef90_UPI000F54EC58	648
UniRef90_A0A2B4SGR2	254
UniRef90_UPI00077A391F	96
UniRef90_UPI00077A9ED2	833
UniRef90_A0A2B4RVY0	847
UPI00077A7275	301
UniRef90_UPI00077A94D8	787
UniRef90_UPI00077A1333	167
UniRef90_UPI00077A72EE	803
UniRef90_UPI00077AFDC1	660
UPI00077ABE37	950
UniRef90_UPI00077A825F	513
UPI00077A8A12	800
UniRef90_UPI00077A3DF2	644
UniRef90_UPI000C0480FA	3972
UniRef90_UPI0009E4B450	145
UniRef90_UPI00077A5928	456
UniRef90_UPI0009E29094	5071
UniRef90_UPI00077A90B7	1361
UniRef90_UPI000C0445F8	528
UniRef90_UPI00077AF4C0	70
UniRef90_A0A2B4RRF8	176
UniRef90_A0A2B4RSK9	2567
UniRef90_UPI000BB9A4DC	1420
UniRef90_UPI00077A4AB7	1301
UniRef90_UPI00077A829F	341
UniRef90_UPI0009E3D2DB	203
UniRef90_G8HTA3	15399
UniRef90_UPI000C038B99	1125
UniRef90_UPI0009E20C6E	1282
UPI00077A7EA3	589
UniRef90_UPI0009E60781	815
UniRef90_UPI00077A7AA3	655
UPI000C046501	344
A0A2B4RMX5	261
UniRef90_UPI00077AC1DD	264
UniRef90_UPI00077A6F7A	200
UPI00077AF047	3686
UniRef90_UPI00077A36F3	733
UniRef90_UPI00077A8E70	3460
UniRef90_E0WEC6	3423
UniRef90_UPI00077A897B	108
UniRef90_UPI00077A092A	215
UniRef90_UPI00077A7663	638
UPI00077B2598	226
A0A2B4RU37	1064
UPI0009E21612	753
UniRef90_A0A2B4S8C1	429
UniRef90_UPI00077A5824	249
UniRef90_UPI00077AFD57	275
UPI00077AD875	128
UniRef90_UPI00077A1364	938
UniRef90_UPI00077A8F5C	2190
UniRef90_UPI00077AF3D7	872
UniRef90_UPI0009E6377F	224
UniRef90_UPI0009E612F1	301
UPI000F5519C3	402
UniRef90_UPI0009E5D2FB	1992
UniRef90_UPI00077A6002	822
UniRef90_A0A2B4S0I8	209
UniRef90_UPI0009E1F148	1098
UniRef90_UPI0009E45347	1748
UniRef90_UPI0009E26DB7	1644
UniRef90_UPI00077B1B4A	510
UniRef90_UPI00077A58A5	334
UPI00077A91A6	843
UPI000C0565D3	366
A0A2B4SD42	658
UniRef90_UPI00077ADF24	540
UniRef90_A0A2B4STF5	408
UniRef90_UPI00077A18B4	5780
UniRef90_A0A0A8K836	650
UniRef90_UPI0009E52FFC	234
UniRef90_UPI00077A3500	628
UniRef90_UPI00077AAACA	71
UniRef90_UPI00077A7422	177
UniRef90_UPI0009E4BFDC	848
UniRef90_UPI00077AEC6E	1508
UniRef90_UPI00077B16D1	349
UniRef90_UPI00077A2A8C	94
UniRef90_UPI0009E46410	226
UniRef90_UPI00077AAF38	5934
UniRef90_I3QDC3	3252
UniRef90_UPI000779F5C1	2371
UPI00077AB9FA	706
UniRef90_UPI00077ABBF6	336
UniRef90_UPI0009E3AFBD	1320
UniRef90_A0A2B4RNN3	1772
UniRef90_UPI0009E5F041	1631
UniRef90_UPI0009E1B9C3	1305
UniRef90_UPI0009E4EAA2	432
UniRef90_UPI0009E57ECF	1132
UniRef90_UPI00077A2DBD	811
UniRef90_UPI000F54EA1F	179
UPI00077AF521	361
UniRef90_UPI0009E55E08	677
UniRef90_UPI00077A35CA	281
UPI00077AB66D	1917
UniRef90_UPI00077A3F03	676
UniRef90_UPI00077A0E87	659
UniRef90_UPI0009E2A3DE	146
UniRef90_UPI000C03BC11	391
A0A2B4SAS5	1428
UniRef90_A0A2B4RI41	8738
UniRef90_A0A2B4SQ94	525
UniRef90_UPI00077AF12E	1262
UniRef90_UPI0009E62FB5	273
UniRef90_UPI000F54FC90	829
UniRef90_UPI0009E6004A	272
UniRef90_A0A2B4S7L4	442
UniRef90_UPI00077B0E43	129
UniRef90_A0A2B4S2A1	4224
UniRef90_UPI00077ABB15	1024
UniRef90_UPI0009E2EFD3	2587
UniRef90_UPI00077A1A71	892
UniRef90_UPI0009E49C4C	1027
UniRef90_UPI00077A8BC2	2832
UPI000C039976	373
UniRef90_UPI00077A4613	174
UPI00077AE488	300
UniRef90_UPI0009E3F466	292
UniRef90_UPI0009E40321	217
UniRef90_UPI00077AC24C	680
UniRef90_UPI00077AAAAC	299
UniRef90_UPI00077A3C62	742
UniRef90_UPI00077A160A	686
UniRef90_UPI00077AD972	3398
UniRef90_UPI0009E43B35	224
UniRef90_UPI0009E2B6B9	2678
UniRef90_UPI00077A7995	812
UniRef90_UPI00077AC746	796
UPI000F55759E	646
UniRef90_A7SBH8	627
UniRef90_UPI0009E2EA20	252
UniRef90_UPI00077A49FB	232
UPI000F54D044	4292
UPI000C0399EA	2127
UPI00077AB0BB	162
UniRef90_A0A2B4RWW9	840
UniRef90_UPI0009E33F2D	410
UniRef90_A0A2B4S7C4	519
UniRef90_UPI0009E6177C	392
UniRef90_UPI00077A4267	524
UniRef90_UPI000A2A670E	3727
UniRef90_A7SEE4	257
UniRef90_UPI00077AD4C2	460
UniRef90_UPI00077A9BB8	416
UniRef90_UPI0009E3ADAB	781
UniRef90_UPI00077ACB43	629
UPI00077A4B0F	1496
UniRef90_UPI0009E4A582	814
UniRef90_UPI00077AE33B	425
UniRef90_A0A1X7U495	88
UniRef90_A0A0A7E975	5583
UniRef90_UPI0009E404E4	1597
UniRef90_UPI0009E63D5B	446
UniRef90_UPI00077ABED9	376
UniRef90_UPI00077A85F8	894
UPI000C04C588	168
UniRef90_A0A1Q9EH45	205
UniRef90_UPI000779F3A3	169
UPI00077AB063	970
UPI00077B21CD	312
UniRef90_UPI0009E4409B	348
UniRef90_UPI0009E3A343	315
UniRef90_UPI0009E5E216	5554
UniRef90_UPI00077A337B	531
UniRef90_UPI00077A6B5D	1614
UniRef90_UPI0009E22388	382
UniRef90_UPI00077A5686	486
UPI00077AEC39	3716
UniRef90_UPI00077AE3A8	1804
UPI000F556691	1178
UniRef90_UPI0009E43E51	303
P53474	19389
UniRef90_A0A2B4RHI5	563
UniRef90_UPI000779FF69	435
UniRef90_UPI0009E36191	1662
UPI000F550615	1561
UniRef90_UPI00077AB8E7	152
UniRef90_UPI0009E33DA1	225
UniRef90_A0A2B4RI66	1914
UniRef90_UPI00077A95E6	2437
UPI000779F825	1247
UniRef90_UPI0009E5C185	1221
UniRef90_UPI00077A44C7	329
UniRef90_UPI00077B06B9	1486
UniRef90_UPI00077AD5B2	637
UniRef90_UPI00077ABA83	201
UniRef90_UPI00077AFEEF	503
UniRef90_A0A2B4S916	903
UniRef90_UPI00077B1713	465
UPI00077B1638	539
UPI00077A6852	507
UniRef90_UPI00077A4CED	234
UniRef90_UPI00077AC60B	176
Q95WF7	3523
UniRef90_A0A2B4RF51	5046
A0A2B4RW90	613
UPI000C03F95D	1619
UniRef90_UPI00077AD893	604
UPI000F551496	533
UPI000F5572AA	391
UniRef90_UPI00077A75C2	456
UniRef90_UPI0009E3DE93	2927
UniRef90_A0A2B4RRM4	862
UniRef90_UPI0009E24D19	1242
UniRef90_UPI000779F85D	921
UPI00077A9B49	432
UniRef90_UPI00077A982B	287
UniRef90_UPI000F552945	1728
UPI000F55521D	2600
UniRef90_UPI0009E31978	2249
UniRef90_UPI0009E5CFF9	656
UniRef90_A0A2B4SQZ5	729
UniRef90_A0A2B4S9C8	437
UniRef90_UPI0009E5BCD6	552
UniRef90_A0A2B4RS67	156
UniRef90_A0A2B4R789	220
UniRef90_UPI00077A99D1	73
UPI00077A2D0F	166
UniRef90_UPI00077A8A33	151
UniRef90_UPI0009E50A8F	594
UniRef90_UPI000779FA6D	275
UniRef90_UPI00077A26E3	945
UPI00077A9C1A	205
UniRef90_UPI00077AC610	90
UniRef90_UPI00077B18E4	1427
UniRef90_A0A2B4SNA6	1970
UniRef90_A7RIN2	1984
UniRef90_UPI00077AABA6	990
UniRef90_UPI00077A376D	763
UniRef90_UPI0009E3D2A3	479
UPI00077AE8F7	1315
A0A2B4SA46	803
UniRef90_UPI0009E294BD	251
UniRef90_UPI00077A3384	480
UniRef90_UPI00077A2F0C	1387
UniRef90_A0A2B4SRE8	2385
UniRef90_UPI00077A48D2	318
UniRef90_UPI000779FF1A	483
UniRef90_UPI00077A70C4	170
UPI000F551EDC	401
UPI000C0429E3	266
UniRef90_UPI00077A1D8A	554
UniRef90_UPI0009E615DB	823
UPI00077AE370	772
UPI000C04C03B	347
UniRef90_UPI00077A92F9	303
UniRef90_UPI00077A0C13	443
UniRef90_A0A2B4SVL4	339
UniRef90_UPI0009E5C7E1	183
W5Q9M2	7723
UPI00077B0D28	4108
UniRef90_UPI00077A35A5	521
UniRef90_UPI000F55388B	384
UniRef90_P60953	2910
UniRef90_A0A2B4S7E4	157
UniRef90_UPI0009E586D6	195
UniRef90_UPI00077A0B2F	608
UniRef90_UPI000779F7CB	814
UniRef90_UPI000779FE27	265
UniRef90_UPI0009E59EA7	74
UniRef90_UPI00077A7DDB	2076
UPI00077A22A9	1384
UniRef90_UPI00077ABED3	1020
UniRef90_UPI00077A839F	1703
UPI00077AD776	2268
UPI00077A82FC	975
UPI000C04AB5C	1780
UniRef90_UPI000C03B50F	346
UniRef90_A0A2B4SPT8	492
UniRef90_UPI0009E61EAF	378
UniRef90_UPI00077A3920	259
UniRef90_A0A2B4RUG0	841
UniRef90_UPI00077AC7BA	174
UPI00077A895B	340
UniRef90_UPI00077A1549	261
UniRef90_A0A2B4SR66	176
UniRef90_UPI00077A457E	650
UniRef90_UPI0009E5A3C8	847
UPI000C053EB5	334
UniRef90_UPI00077A2D94	3637
UPI00077A9E13	207
UniRef90_UPI00077A41BA	480
UPI000F54E2EC	86
UniRef90_A0A2G8L736	231
UniRef90_UPI0009E3CB70	1456
UniRef90_UPI00077B1077	437
UniRef90_UPI0009E502C0	356
UniRef90_UPI0009E5C9C6	486
UPI00077B23B9	583
UniRef90_UPI0009E48537	602
UPI00077A12C0	1086
UniRef90_UPI00077A0223	593
UniRef90_UPI00077A1737	583
UniRef90_UPI00077A9077	795
UniRef90_UPI00077B1683	279
UniRef90_UPI00077AB30E	84
UPI00077B251F	424
UniRef90_UPI0009E53954	1678
UPI000C04B776	326
UniRef90_UPI00077A07F4	1015
UniRef90_UPI00077B1385	338
UniRef90_B0EVY4	11481
UniRef90_UPI00077A99C8	119
UniRef90_A7SJ61	2553
UniRef90_UPI000C044DE5	726
UniRef90_A0A349DYV7	128
UniRef90_UPI00077AEA5A	496
UniRef90_UPI0009E3D789	999
UniRef90_UPI00077A66B2	200
UniRef90_UPI0009E36B19	170
UniRef90_UPI00077A690D	8127
UniRef90_UPI0009E27352	235
UniRef90_D7NNB0	2770
UniRef90_A0A2B4SRM1	2105
UniRef90_UPI0009E441B7	742
UniRef90_UPI00077A1A19	434
UniRef90_UPI00077A9EC7	173
UniRef90_UPI00077A058C	2758
UniRef90_UPI00077A856C	3350
UniRef90_A0A2B4RZL8	3106
UniRef90_UPI00077A563B	96
UniRef90_UPI00077B1AFD	642
UPI000F5563F1	1435
UniRef90_A0A2B4SG94	236
UniRef90_UPI000F558FA9	408
UniRef90_UPI000779F40F	400
UniRef90_UPI0009E51A04	245
UniRef90_UPI00077A41C0	276
UniRef90_UPI00077AFE61	242
UniRef90_UPI0009E42FE5	97
UPI000F55238D	3619
UPI000C03A6C4	630
UniRef90_UPI0009E25839	1188
UniRef90_A0A2B4RX45	549
UPI00077A96D2	2342
UniRef90_UPI0009E1AFA9	993
UPI000779FA1B	451
UniRef90_UPI00077A04B9	308
UPI000C048F02	473
UniRef90_UPI00077ADACF	290
UPI00077AE074	6800
UniRef90_A0A2B4RLW4	3995
UniRef90_UPI00077A75A6	870
UPI000F558841	735
UPI00077A0EE6	172
UniRef90_UPI000C03FD8C	430
UniRef90_UPI0009E48184	268
UniRef90_UPI00077AD3E2	757
UniRef90_UPI00077A7986	617
UniRef90_UPI00077A3111	684
UniRef90_UPI00077A7684	87
UniRef90_UPI0009E5A272	443
