key	read_count
UniRef90_UPI00077B1972	1056
UniRef90_A0A2B4R1N7	1419
UniRef90_UPI00077AD44D	379
UniRef90_UPI00077B2796	594
UniRef90_UPI00077A106F	2608
UniRef90_UPI00077A90B7	1034
UniRef90_A0A2B4SR79	252
UniRef90_UPI00077A2002	1151
UniRef90_A0A2B4SV70	420
UniRef90_UPI0009E33A9D	98
UniRef90_A0A2B4SS82	1411
UniRef90_UPI0009E50702	1560
UniRef90_UPI0009E3D952	2395
UniRef90_A0A2B4SJ59	1201
UniRef90_UPI0009E44554	559
UniRef90_UPI000779FE32	190
UniRef90_A0A2B4SQN4	313
UPI000F54EE14	4357
UniRef90_A0A2B4SFF6	4150
UPI00077AEE12	1228
UniRef90_A0A2B4RUZ1	286
UniRef90_UPI00077B0E7B	12949
UniRef90_UPI00077B0CA8	185
UniRef90_UPI00077ACBA4	2998
UniRef90_UPI0009E4F32F	635
UniRef90_UPI0009E5B2D4	956
UniRef90_UPI00077A4914	1176
UniRef90_UPI0009E5C834	72
UniRef90_UPI00077A26E3	1298
A0A287BJY3	1203
UniRef90_UPI000779F3CE	1395
UniRef90_UPI000F54CEBC	1238
UniRef90_UPI0009E5BF47	635
UniRef90_UPI00077ADB5D	100
UniRef90_UPI00077AAE7B	402
UniRef90_UPI00077A0AA7	201
UniRef90_UPI0009E2D5AF	1184
UPI00077B0AAC	317
UniRef90_UPI00077B1EF7	1941
UniRef90_UPI00077AAF79	1963
UPI000F5543DC	223
UPI00077AF5AE	988
UniRef90_UPI00077A65A3	1757
UniRef90_UPI0009E3A8AE	360
UniRef90_UPI0009E57DB4	832
UniRef90_UPI00077B1832	2229
UniRef90_UPI0009E54A3B	2064
UniRef90_UPI0009E32888	1850
UPI000C04B0EC	1564
UniRef90_UPI0009E2B1D1	1469
UniRef90_A0A1A8BMQ9	344
UniRef90_UPI00077A3C6D	856
UniRef90_UPI0009E6177C	604
UPI000F54E8D6	510
UniRef90_UPI00077A260D	492
UniRef90_UPI000C04712B	274
UniRef90_UPI0009E39888	1912
UniRef90_UPI00077ACF16	1332
UniRef90_UPI00077A27F6	108
UniRef90_G8HTA3	17501
UPI000F551267	6719
UniRef90_UPI0009E2A818	1450
UniRef90_UPI0009E49C4C	2355
UniRef90_A0A2B4RQW7	2289
UniRef90_UPI00021A47DA	471
UniRef90_UPI0009E5DF6D	601
UniRef90_UPI00077A254B	436
UniRef90_A0A2B4SVK7	608
UniRef90_UPI00077A470F	898
UniRef90_UPI00077ABD40	1634
UniRef90_UPI00077A66F7	490
UniRef90_UPI00077B1DA2	206
UniRef90_UPI00077A1D6B	1007
UniRef90_UPI0009E364B7	520
UniRef90_A0A2B4S0Q8	1241
UPI0009E4AB98	589
UniRef90_UPI00077A8C02	827
UniRef90_UPI00077B16B1	775
UniRef90_UPI0009E61760	535
UniRef90_UPI0009E4D4F3	1829
UniRef90_UPI0009E5C9EA	2089
UniRef90_UPI00077A101C	1814
UniRef90_UPI00077AF852	1646
UPI00077A672B	1092
UniRef90_UPI0009E28B9A	1050
UniRef90_UPI00077A23ED	3251
UniRef90_UPI00077B1331	531
UPI00077AFC41	354
UniRef90_UPI00077A8473	659
UniRef90_A0A2B4S141	112
UniRef90_A0A2B4R775	440
UPI000F5546EB	6595
UniRef90_UPI000779FBA6	184
UniRef90_UPI0009E20A1B	1212
UPI00077A1005	1232
UniRef90_UPI000C0576EA	466
UniRef90_UPI00077A9DB1	261
UniRef90_UPI00077AAB70	636
UniRef90_UPI00077B0AB9	434
UniRef90_UPI00077AA1D0	341
UniRef90_UPI00077AC32E	548
UPI000F54DD06	391
UniRef90_UPI00077B18EB	13128
UniRef90_UPI00077A6467	1513
UniRef90_UPI00077AD775	829
UniRef90_UPI00077A04B9	479
UniRef90_UPI00077AFA1C	1785
UniRef90_UPI00077A5B43	4247
UPI00077A15E1	2395
UPI000779F84E	473
UniRef90_UPI00077A39D0	258
UPI000C050B25	4297
UniRef90_UPI00077AA693	506
UniRef90_UPI0009E385E0	189
UniRef90_UPI0009E46213	130
UniRef90_UPI00077A65C3	1123
UPI00077A23C1	4736
UniRef90_A0A2B4SWZ6	806
UPI00077A73A6	731
UniRef90_UPI00077AB22F	740
UniRef90_UPI00077A97EF	2542
UniRef90_UPI00077A833F	308
UniRef90_A0A2B4S525	4783
UniRef90_UPI0009E290D1	1021
UniRef90_UPI0009E3DFA1	383
UniRef90_UPI0009E3C98A	660
UniRef90_UPI000C043A13	232
UniRef90_UPI00077AB23C	2438
UniRef90_A0A2B4RK75	2220
UPI00077ADEC4	882
UniRef90_UPI00077A5991	534
UniRef90_UPI0009E5B2A8	1750
UniRef90_UPI0009E2F661	877
UniRef90_UPI00077A32CA	421
UniRef90_UPI0009E256D4	243
UniRef90_UPI0009E4BE58	329
UPI00077A9C1B	196
UniRef90_UPI0009E5E216	540
UniRef90_UPI0009E5A104	5195
UPI00077B1E26	1459
UniRef90_UPI00077ACD06	730
UniRef90_UPI00077A0288	782
UniRef90_UPI000779F6D9	134
UniRef90_UPI00077A1E55	558
UniRef90_UPI0009E63D5B	368
UPI00077A15FC	953
UniRef90_A0A2B4RG49	779
UniRef90_A0A2B4RPA5	1598
UPI000F554BE3	670
UniRef90_UPI00077AD823	443
UniRef90_UPI0009E5496B	401
UniRef90_A0A2B4R7Q0	567
UniRef90_UPI00077A30C8	278
UniRef90_A0A2B4R8V6	416
UPI00077A20F0	3032
UniRef90_UPI000C038AE4	1253
UniRef90_UPI00077AEBC4	896
UniRef90_UPI0009E54DD3	70
UPI00077A0D45	337
UniRef90_UPI00077A5B52	586
UniRef90_UPI00077A6D6E	503
UniRef90_UPI00077A98BE	146
UniRef90_UPI000F54F769	2316
UniRef90_A0A2B4SRB7	614
UPI00077B144B	298
UniRef90_A0A2B4R9R5	763
UniRef90_UPI00077B1557	3328
UniRef90_UPI00077A8457	3410
UniRef90_UPI0009E20C6E	756
UniRef90_UPI00077ACA75	1315
UniRef90_UPI0009E3FEE6	461
UniRef90_UPI00077B0AFE	749
UPI00077AFA6C	866
UniRef90_UPI0009E294BD	1073
A0A2B4SQF4	870
UniRef90_UPI000779FF20	297
UniRef90_UPI00077AD7E8	508
UniRef90_A0A2B4SPT8	762
UniRef90_A0A2B4R8Q6	200
UniRef90_UPI000C04BA23	234
UniRef90_A0A2B4SLC9	19895
UniRef90_UPI00077ADDB1	602
UniRef90_A0A1B2INM2	1486
UniRef90_UPI00077AAC39	1324
UniRef90_UPI0009E4F067	294
UniRef90_UPI00077A6313	436
UniRef90_UPI00077A8992	4817
UniRef90_UPI0009E21304	991
UniRef90_UPI0009E53954	967
UniRef90_B8RJM0	1691
UniRef90_UPI0009E258A5	3972
UniRef90_UPI00077A4B37	1053
UniRef90_UPI0009E4AC4B	702
UniRef90_UPI00077A2246	222
UniRef90_UPI000F558D68	1059
UniRef90_UPI00077A6A0D	250
UniRef90_UPI000C044A69	1333
A0A2B4RUB4	423
UniRef90_UPI0009E1B1F1	262
UniRef90_UPI0009E2A91C	1448
UniRef90_UPI00077A1D8A	878
UPI00077A6510	963
UniRef90_UPI0009E22B05	508
UniRef90_UPI0009E632CE	624
UniRef90_UPI0009E5AE91	259
UPI000F551CCC	1237
UniRef90_UPI0009E232EF	620
UniRef90_UPI0009E1E804	345
UniRef90_UPI00077A2312	312
UniRef90_UPI00077AC61B	471
UPI000F55189D	1723
UniRef90_UPI0009E5E096	1535
UPI00077A3BA7	719
UniRef90_UPI00077A300F	151
UPI000F5571C0	122
UniRef90_UPI00077B2419	1770
UniRef90_UPI0009E54DB6	3405
UniRef90_UPI0009E3A63C	440
UniRef90_UPI0009E65DFE	832
UPI000F554CF3	648
UPI000F54FED5	644
UniRef90_UPI00077A6E47	595
UniRef90_UPI00077A2D75	867
UniRef90_UPI000779F3CC	2679
UPI00077AE082	323
UniRef90_A0A2B4S6K9	656
UniRef90_A0A2B4RF62	237
UniRef90_UPI0009E44B06	1298
UniRef90_UPI00077A00DC	8793
UniRef90_A0A0U1SAA1	1973
UniRef90_UPI0009E2710B	2931
UniRef90_A0A2B4S6Y4	2778
UniRef90_UPI0009E597B6	1725
UPI00077AC7E0	304
UniRef90_UPI00077B22C2	2888
UniRef90_UPI0009E6549A	361
UniRef90_UPI00077A0013	547
UPI00077ACD00	405
UniRef90_A0A2B4RE63	1090
UniRef90_UPI0009E508C4	652
